0	0	0.0010177753467225106	0.0019828153985996487	36
0	1	0.0003818730792481054	-0.0013683703648150343	34
0	2	-0.001044189543984723	-0.0020462629524503452	32
0	3	-0.0018081387158525595	-0.0016273388448712878	32
0	4	-0.0019096121351430428	-0.0010917592442285164	31
0	5	-0.0016803869234357323	-0.0007695264127238118	32
0	6	-0.0013677897254535506	-0.0006619061491180576	30
0	7	-0.0010821049750026803	-0.0006798243509999982	31
0	8	-0.0008491232942725848	-0.00074526981638225	30
0	9	-0.0006609233153555412	-0.0008130050192611188	30
0	10	-0.0005030497003286085	-0.0008634687016078066	30
1	0	0.0003818730792481054	-0.0013683703648150343	34
1	1	-0.0009199378033020037	-0.0012458447533654163	32
1	2	-0.0013938669748992005	-0.0006704968288167819	29
1	3	-0.0013592563605510533	-0.00023808912691533634	30
1	4	-0.00114495182717045	-0.00005286211869227675	31
1	5	-0.0009232976583404376	-0.00003962819976237542	30
1	6	-0.0007479826661469877	-0.00010691771682135167	29
1	7	-0.0006183390872925669	-0.00019533863214778326	28
1	8	-0.00051910638889474	-0.00027656202406059125	30
1	9	-0.0004366018084178087	-0.00034097464162267347	30
1	10	-0.00036238763042414923	-0.00038763661581898425	31
2	0	-0.001044189543984723	-0.0020462629524503452	32
2	1	-0.0013938669748992005	-0.0006704968288167819	29
2	2	-0.0010892840766706846	-0.000020955350527171435	29
2	3	-0.0007332885592705172	0.00014652535461666448	31
2	4	-0.0004933656895697465	0.00010669682418673834	31
2	5	-0.0003601171189770983	0.000016313856532885665	31
2	6	-0.00028808043386790484	-0.00006377476972471514	29
2	7	-0.00024296448539771226	-0.00012044857088906991	29
2	8	-0.00020705375520626055	-0.00015704207085638413	33
2	9	-0.00017341428342263756	-0.0001796354984098525	28
2	10	-0.00014026349595287174	-0.0001929355612962736	28
3	0	-0.0018081387158525595	-0.0016273388448712878	32
3	1	-0.0013592563605510533	-0.00023808912691533634	30
3	2	-0.0007332885592705172	0.00014652535461666448	31
3	3	-0.0003338859287802544	0.00010964732044477774	34
3	4	-0.00014792913547750596	-0.00001569426894320965	32
3	5	-0.00007701385216322569	-0.00010968174382789137	33
3	6	-0.000049576383450652166	-0.00015561296534285468	33
3	7	-0.0000321131751103844	-0.00016801003457374644	29
3	8	-0.000014173170263272016	-0.00016283113650864903	31
3	9	5.105724861044065e-6	-0.00015020304542439126	35
3	10	0.000024079479898959484	-0.00013515059228158652	39
4	0	-0.0019096121351430428	-0.0010917592442285164	31
4	1	-0.00114495182717045	-0.00005286211869227675	31
4	2	-0.0004933656895697465	0.00010669682418673834	31
4	3	-0.00014792913547750596	-0.00001569426894320965	32
4	4	-0.000010375655685974172	-0.00014624024490562224	38
4	5	0.00003462910915044928	-0.00021410555733766349	34
4	6	0.00005243495400609856	-0.00022784702476962243	31
4	7	0.00006766601766035771	-0.00021127118865634116	28
4	8	0.00008495452401102577	-0.00018222003857573934	45
4	9	0.00010243861773372533	-0.00015023569550482466	34
4	10	0.00011763603188961741	-0.00011935513867188005	31
5	0	-0.0016803869234357323	-0.0007695264127238118	32
