0	0.09745136479358109	0.09156121228772375	37
1	0.0899111292901165	0.025712146131684918	35
2	0.06320310863225359	-0.001420361965401025	34
3	0.04082430653235909	-0.006544354537996129	35
4	0.02685907370093768	-0.0036048727158462367	36
5	0.018964680068447877	0.0006041160727107671	36
6	0.014366758152574426	0.0038934699731055754	36
7	0.011330618102012163	0.006010196443313375	36
8	0.009013302365060134	0.0072356386425469505	35
9	0.007065117059635669	0.007874897647528595	35
10	0.005355782551258041	0.00814159477513146	35
