0.	Indeterminate	Indeterminate	0	0	11
0.005	0.011091063570313073	0.010489996376715724	-0.00014825548935371773	-0.00014008338506629934	23
0.01	0.011395881391738603	0.010682962929960738	-0.00030543244060698266	-0.0002857637200440021	22
0.015	0.011708609492599241	0.010879770966408986	-0.00047191575215814035	-0.00043722209326294513	22
0.02	0.012029505688765303	0.011080558629537935	-0.0006481081742063672	-0.0005946483220657054	22
0.025	0.012358840055367564	0.011285470400039129	-0.0008344313852825067	-0.000758241468616322	22
0.03	0.01269689474986519	0.011494658023579254	-0.0010313270723852146	-0.0009282104385445454	22
0.035	0.013043964698992742	0.011708280434746816	-0.0012392580960370822	-0.0011047745653497854	22
0.04	0.013400358178818648	0.011926504293969799	-0.0014587097235263713	-0.0012881642676538972	22
0.045	0.013766397734419646	0.0121495047160796	-0.0016901909716336009	-0.0014786217786790646	22
0.05	0.014142420691823991	0.012377465038602568	-0.0019342359929827022	-0.0016764018164561452	22
0.055	0.014528780350617861	0.012610578279980928	-0.0021914056332706074	-0.0018817724968540877	22
0.06	0.014925846544191844	0.012849047043401132	-0.00246228901016926	-0.0020950161252523748	22
0.065	0.015334005830999583	0.013093083867834355	-0.002747505102465229	-0.0023164300709738305	21
0.07	0.015753666426895574	0.013342913918638498	-0.0030477053016967266	-0.0025463281305904235	21
0.075	0.016185253220877285	0.013598772516871095	-0.0033635743578569934	-0.0027850410717482218	21
0.08	0.016629213096615955	0.013860908115725809	-0.003695833224916379	-0.0030329181810419695	21
0.085	0.017086015027998402	0.014129582314610617	-0.004045241157848407	-0.0032903283812815856	21
0.09	0.017556151642561107	0.01440507122679299	-0.0044125982383166045	-0.0035576617122368005	21
0.095	0.018040140482577124	0.014687665988799793	-0.00479874798762812	-0.003835330711044484	21
0.1	0.018538525530238315	0.01497767375489553	-0.0052045802249172735	-0.004123772003576526	21
0.105	0.019051878918794667	0.01527541905119783	-0.00563103415072271	-0.004423448095267845	21
0.11	0.019580803061116776	0.015581245606390093	-0.006079101778547374	-0.004734849458957394	21
0.115	0.020125931692047606	0.015895515552951517	-0.006549831255582527	-0.005058495962575678	21
0.12	0.02068793306229765	0.01621861363303924	-0.007044331071676977	-0.005394939929924159	21
0.125	0.021267511301961445	0.016550946510512303	-0.007563773979768408	-0.005744767893697512	21
0.13	0.021865407784434004	0.016892944478841442	-0.008109401112758603	-0.006108603198819796	20
0.135	0.02248240919147695	0.01724506659144849	-0.008682528888708256	-0.006487110073522035	20
0.14	0.023119342262683508	0.017607797980080792	-0.009284551402605097	-0.00688099514972404	20
0.145	0.0237770819893624	0.017981654325306684	-0.009916948040314715	-0.007291011693488435	20
0.15	0.02445655366327524	0.018367183942139844	-0.010581289285044093	-0.007717963276220522	20
0.155	0.02515873681431192	0.018764970912669873	-0.011279243689096954	-0.008162708155331773	20
0.16	0.02588466845309385	0.019175636619343493	-0.012012585006360982	-0.008626163268574063	20
0.165	0.026635447709914117	0.019599843554708205	-0.012783200449799345	-0.00910930951135421	20
0.17	0.027412240299491984	0.020038298585927213	-0.013593099434898632	-0.00961319715396731	20
0.175	0.028216283577999796	0.020491756599842696	-0.01444442322717198	-0.010138951852658281	20
0.18	0.02904889203152959	0.02096102455067514	-0.015339455478444165	-0.010687781282432154	20
0.185	0.029911462835309568	0.02144696541424016	-0.016280633526834697	-0.011260982201153218	20
0.19	0.030805482851994533	0.021950503488087882	-0.017270561271189373	-0.011859948736894551	20
0.195	0.031732535574075016	0.02247263012674508	-0.01831202291660088	-0.012486181529376784	20
0.2	0.032694308637331825	0.02301440860472463	-0.019407998011778033	-0.013141297055784823	20
0.205	0.03369260267512342	0.02357698128039329	-0.020561678362424573	-0.013827038953471881	20
0.21	0.03472934065764372	0.024161577136780497	-0.02177648641838145	-0.014545290408800067	20
0.215	0.03580657840899165	0.024769519706510867	-0.023056095725847683	-0.015298087714548114	20
0.22	0.03692651515778789	0.025402234719336614	-0.0244044528797201	-0.01608763466427415	20
0.225	0.03809150526676405	0.026061260529894145	-0.02582580174541777	-0.016916319719223593	19
0.23	0.039304079444136754	0.026748264042380645	-0.027324716032155597	-0.017786738203679806	19
