0.	Indeterminate	Indeterminate	0	0	11
0.005	-0.05696733581058951	-0.012661022637521176	-0.00018857469024817028	-0.000042919039381555925	32
0.01	-0.05654251866030405	-0.012625187401554498	-0.00037171932600967413	-0.00008700815063433476	32
0.015	-0.056120133922203864	-0.012595574487904736	-0.0005495212636067092	-0.0001322952251305238	32
0.02	-0.05570003957598726	-0.012572038171553168	-0.0007220590482404729	-0.00017880589496395904	32
0.025	-0.05528209422991521	-0.012554442902970768	-0.0008894076454559483	-0.00022656152780738752	32
0.03	-0.05486615431738491	-0.012542657497032705	-0.0010516381369321773	-0.0002755805613331228	32
0.035	-0.054452076447182626	-0.012536552971560505	-0.0012088183077094401	-0.0003258791677771846	32
0.04	-0.054039716861011666	-0.01253600202497108	-0.0013610120146152866	-0.0003774703333865064	33
0.045	-0.053628928604024545	-0.012540895150159858	-0.0015082789589143117	-0.00043036403105698416	33
0.05	-0.053219564962321345	-0.012551111511656011	-0.0016506760482332516	-0.0004845681554147499	33
0.055	-0.05281147858558563	-0.01256654196889738	-0.001788255783986341	-0.0005400869537784605	33
0.06	-0.052404519720682906	-0.012587078420528208	-0.0019210679580455067	-0.0005969229775910056	33
0.065	-0.051998537037996395	-0.01261261532614804	-0.0020491587939010596	-0.0006550759096012074	33
0.07	-0.05159337797864033	-0.012643052293309049	-0.002172571027850579	-0.0007145427024580665	33
0.075	-0.05118888740338313	-0.012678290054220347	-0.0022913443997475756	-0.000775318075632011	33
0.08	-0.050784909406741546	-0.012718232400350743	-0.002405515334019031	-0.0008373939984946601	33
0.085	-0.050381284422453994	-0.012762784852618883	-0.002515117340549414	-0.000900760243611329	33
0.09	-0.04997785163616256	-0.012811854578340767	-0.002620180958690156	-0.000965404097846546	33
0.095	-0.049574447335708864	-0.012865352539998584	-0.0027207332627414114	-0.0010313098585423529	33
0.1	-0.049170905228852084	-0.012923188534366942	-0.0028167989005091834	-0.0010984597897356896	33
0.105	-0.04876705656965516	-0.012985272291375655	-0.0029083994657722947	-0.0011668332332448077	34
0.11	-0.04836272773896476	-0.013051522140989442	-0.002995553810514583	-0.0012364077124148681	34
0.115	-0.047957744452444884	-0.013121850030271946	-0.0030782777613838253	-0.0013071571555839914	34
0.12	-0.04755192735358423	-0.013196168209315618	-0.0031565850467146542	-0.0013790536856805745	34
0.125	-0.04714509406857169	-0.013274392386264228	-0.003230486059955119	-0.0014520660383398757	34
0.13	-0.046737058771489384	-0.013356435572326632	-0.003299989103738542	-0.0015261605999905884	34
0.135	-0.046327630650652186	-0.013442211840421926	-0.0033650994002565053	-0.001601300404429426	34
0.14	-0.04591661507562609	-0.013531632474653728	-0.0034258204093990927	-0.0016774462940889598	34
0.145	-0.04550381301843241	-0.013624608671500806	-0.0034821527006451657	-0.0017545555621121447	34
0.15	-0.04508902038907046	-0.01372105136997135	-0.003534094197667755	-0.0018325821697581894	34
0.155	-0.04467202837523685	-0.013820867051616965	-0.003581640998876921	-0.001911477238794462	34
0.16	-0.044252622977582964	-0.013923957059892654	-0.003624787036215378	-0.001991188233474916	35
0.165	-0.04383058393349592	-0.014030229959741859	-0.003663523570371093	-0.0020716597004573544	35
0.17	-0.04340568625161363	-0.014139581741674487	-0.0036978400032868976	-0.002152831744738736	35
0.175	-0.04297769814108946	-0.014251907579962605	-0.003727723588292704	-0.0022346409074332618	35
0.18	-0.042546381910702834	-0.014367096770339425	-0.003753159915569706	-0.0023170199117363904	35
0.185	-0.04211149283801445	-0.014485036178814088	-0.0037741321984626304	-0.0023998969580473883	35
0.19	-0.04167277946228648	-0.014605603548455873	-0.0037906226252682382	-0.0024831964330911827	35
0.195	-0.04122998312207574	-0.014728674354713343	-0.003802610802102599	-0.00256683737618421	35
0.2	-0.040782837520202536	-0.014854110532963238	-0.0038100755960310275	-0.002650734248478283	36
0.205	-0.04033106898120797	-0.01498177684423883	-0.003812994038454719	-0.0027347972793164014	36
0.21	-0.03987439508418813	-0.015111519536235645	-0.0038113421312875235	-0.0028189303713943943	36
0.215	-0.03941252599885375	-0.01524317981573053	-0.003805094534832279	-0.002903032104207473	36
0.22	-0.03894516181375071	-0.015376585752906072	-0.003794225196309964	-0.002986995142446181	36
0.225	-0.03847199510375306	-0.015511556132813142	-0.003778707242177559	-0.0030707060093568468	36
0.23	-0.03799270835086029	-0.01564789536564039	-0.0037585133123427994	-0.0031540445344782862	36
0.235	-0.037506973593574744	-0.01578539128310054	-0.003733615815274605	-0.0032368833828695025	37
0.24	-0.037014456716493144	-0.015923824285881835	-0.0037039873644614052	-0.0033190890519103856	37
0.245	-0.036514810769158426	-0.01606294945422616	-0.003669600756767018	-0.003400519091543668	37
0.25	-0.03600767945489921	-0.016202506296337994	-0.0036304295251889285	-0.0034810233964262193	37
0.255	-0.03549269671105257	-0.016342213247749073	-0.0035864484452612973	-0.003560443337529868	37
0.26	-0.03496948500308182	-0.016481764205585517	-0.003537633672070129	-0.003638610753525837	38
0.265	-0.0344376611666813	-0.016620835328357324	-0.003483963742957893	-0.003715349102236092	38
0.27	-0.03389682785777026	-0.01675906953130884	-0.003425419490434552	-0.003790470674050113	38
0.275	-0.03334657967377948	-0.016896082192448425	-0.0033619852270011367	-0.00386377760057661	38
0.28	-0.032786502541330996	-0.017031455612952568	-0.003293649465214477	-0.003935060924196409	38
0.285	-0.03221617083177106	-0.017164737233371776	-0.003220404893845249	-0.004004099422648951	39
0.29	-0.031635157827964396	-0.01729544150616207	-0.00314225043379473	-0.004070660511034951	39
0.295	-0.03104302453146092	-0.01742303322914019	-0.0030591918814953266	-0.004134498113477086	39
