0.	Indeterminate	Indeterminate	0	0	11
0.005	-0.09239309200696531	-0.00013420383730976954	-0.0006146296137909192	-3.317175852218877e-6	29
0.01	-0.09141040239518966	-0.00016649370894854243	-0.0012106289731530805	-9.345887651257198e-6	29
0.015	-0.09044367886580149	-0.0002036596474784061	-0.0017906970807505254	-0.000019938824714161923	29
0.02	-0.08949238663320123	-0.0002454932867246157	-0.00235456328140373	-0.000034450036823443055	29
0.025	-0.0885560539352305	-0.0002918331923393788	-0.0029026575773774595	-0.0000528599286632105	29
0.03	-0.08763422232024048	-0.0003425274746851198	-0.0034353962492714887	-0.0000751440398009597	29
0.035	-0.08672644230417506	-0.00039743368640485915	-0.003953179086209749	-0.0001012770242837743	30
0.04	-0.0858322912257893	-0.000456406093854847	-0.004456389237469315	-0.00013123108645793921	30
0.045	-0.08495134420951372	-0.0005193148203808742	-0.004945393080229895	-0.0001649772731562105	30
0.05	-0.0840831921418308	-0.0005860333944074023	-0.00542054066284257	-0.0002024843108040411	30
0.055	-0.08322743720027505	-0.0006564400634145318	-0.00588216847485309	-0.00024372069892788584	30
0.06	-0.08238369131990579	-0.0007304195239115144	-0.006330596696043529	-0.00028865211251710536	30
0.065	-0.08155157693148415	-0.0008078601765942883	-0.006766133024349446	-0.00033724407498788786	30
0.07	-0.08073072493711032	-0.0008886559869165853	-0.007189070758498062	-0.00038946018439799156	30
0.075	-0.07992077078317328	-0.0009727072733668393	-0.007599690730693368	-0.00044526379670168335	31
0.08	-0.079121372573052	-0.0010599125861585484	-0.007998260783624905	-0.0005046151170550778	31
0.085	-0.07833218217225052	-0.0011501792915140328	-0.008385038104114636	-0.0005674758851249933	31
0.09	-0.07755286308687455	-0.001243417796634394	-0.008760266247111907	-0.0006338047945638444	31
0.095	-0.0767830867341155	-0.0013395412595437126	-0.00912417887534163	-0.0007035605221808738	31
0.1	-0.07602253049997959	-0.0014384664070309083	-0.00947699813376027	-0.0007767002815939274	31
0.105	-0.07527087824447658	-0.0015401125824004054	-0.009818935981689297	-0.0008531804894440086	31
0.11	-0.07452781518106442	-0.001644403769967672	-0.010150193370418063	-0.0009329566545614562	32
0.115	-0.07379304646943026	-0.001751262134466542	-0.010470963179593677	-0.0010159826632694787	32
0.12	-0.07306626791230093	-0.001860615807949207	-0.01078142699830051	-0.0011022119314158777	32
0.125	-0.07234718499162937	-0.001972394532243741	-0.01108175751236078	-0.001191596625671977	32
0.13	-0.07163550799069135	-0.002086529065510788	-0.01137211907954919	-0.0012840882322955618	32
0.135	-0.07093095084268376	-0.0022029532597910677	-0.01165266558349111	-0.0013796360525937922	32
0.14	-0.07023323187308554	-0.002321601502659379	-0.011923543955357656	-0.00147818926364581	32
0.145	-0.06954206774887714	-0.0024424111116657828	-0.012184891083395292	-0.0015796954945828745	33
0.15	-0.06885719293672943	-0.002565317430520655	-0.01243683803749749	-0.0016841005118526388	33
0.155	-0.06817833085696111	-0.0026902591868125277	-0.012679506477997704	-0.0017913497672788045	33
0.16	-0.06750521151576257	-0.0028171757276311653	-0.012913009796689221	-0.0019013863550122307	33
0.165	-0.06683756801592444	-0.002946006704945988	-0.013137454439303496	-0.0020141523028728544	33
0.17	-0.06617513030157399	-0.003076693244607673	-0.01335293800707143	-0.002129587864446642	34
0.175	-0.06551764399887004	-0.003209174044962052	-0.013559554156255638	-0.0022476317999344355	34
0.18	-0.06486484272227991	-0.0033433903973356365	-0.013757385438114294	-0.0023682203379289876	34
0.185	-0.06421646548854351	-0.0034792818130573878	-0.013946509973448002	-0.002491288972349532	34
0.19	-0.06357225197002309	-0.003616788615930226	-0.014126996808190517	-0.0026167697682673574	34
