0.	Indeterminate	Indeterminate	0	0	11
0.005	-0.06376416352941133	-0.009782628025493435	0.0004267225585669836	0.00006419394482467419	31
0.01	-0.06467026671900405	-0.009827931125967294	0.0008688844677005363	0.0001268828155753812	31
0.015	-0.06559109819462912	-0.009878318383841192	0.0013269382255351868	0.00018807422191447295	31
0.02	-0.06652716045631352	-0.009934035656625189	0.0018013571003316117	0.00024778065360158243	31
0.025	-0.0674789763604668	-0.009995344636814712	0.0022926363733494393	0.00030602010548249703	30
0.03	-0.06844707912081262	-0.010062506006801003	0.0028012940263439103	0.00036281583350073897	30
0.035	-0.06943202791555789	-0.01013580580504398	0.003327872434427776	0.0004181976184737654	30
0.04	-0.07043439960206756	-0.010215539402100883	0.0038729391167146394	0.0004722015164108091	30
0.045	-0.07145479190741073	-0.010302015174612485	0.004437088271175568	0.0005248705612083359	30
0.05	-0.07249382424485819	-0.010395558535134342	0.005020942164327458	0.0005762555040321766	30
0.055	-0.07355213842481606	-0.01049650926065138	0.0056251523523562835	0.0006264148951506329	30
0.06	-0.0746304017186977	-0.01060522524589267	0.0062504016028842885	0.0006754161834517068	30
0.065	-0.07572930946842099	-0.010722085272100775	0.006897405509408462	0.0007233362922521042	29
0.07	-0.07684957232227832	-0.01084747814000582	0.007566913078227914	0.0007702614842461991	29
0.075	-0.0779919410090694	-0.010981823071246486	0.008259710722879976	0.0008162897680876668	29
0.08	-0.07915719189339819	-0.011125558177195145	0.00897662266226238	0.0008615305357798013	29
0.085	-0.08034613286176986	-0.011279144276422674	0.009718513646071453	0.0009061058429713368	29
0.09	-0.08155960396558444	-0.011443068476323728	0.010486291038239616	0.0009501516547785575	29
0.095	-0.0827984806063251	-0.011617843400688832	0.011280907292752343	0.0009938185426577022	29
0.1	-0.08406367439246172	-0.01180401085824431	0.01210336253274871	0.001037273223350248	29
0.105	-0.08535613614372148	-0.012002143185960223	0.012954707471628614	0.0010806998714838634	29
0.11	-0.08667686201248398	-0.012212844988117307	0.013836046875146845	0.0011243014111363319	28
0.115	-0.08802687595313248	-0.012436754442020793	0.01474853974084536	0.0011683011046104844	28
0.12	-0.08940726344098664	-0.012674549435713577	0.01569340750335062	0.0012129446733817459	28
0.125	-0.0908191533267973	-0.012926945774667936	0.016671934440508532	0.0012585015704887053	28
0.13	-0.09226372459315538	-0.013194703086575256	0.0176854723135718	0.0013052677009483381	28
0.135	-0.09374221169056982	-0.013478626176677111	0.01873544473911723	0.0013535671506426754	28
0.14	-0.09525590542053067	-0.013779568933262126	0.019823351487386655	0.001403755094326744	28
0.145	-0.09680615855071839	-0.014098437616421829	0.020950773676372905	0.0014562200702079612	28
0.15	-0.09839439316607093	-0.014436193157627078	0.02211937970754708	0.001511386829899138	27
0.155	-0.10002208402177898	-0.01479386459769889	0.023330926634451514	0.001569721900470394	27
0.16	-0.10169079547923691	-0.015172539189237562	0.024587273102091405	0.0016317335340874511	27
0.165	-0.10340216412198375	-0.015573377047740165	0.025890381228941956	0.001697978059078167	27
0.17	-0.10515791007778677	-0.015997613319339715	0.027242325044310893	0.00176906342008217	27
0.175	-0.10695984123413116	-0.01644656642103017	0.02864529804651063	0.0018456545737612854	27
0.18	-0.10880985929538463	-0.01692164343649537	0.03010162141322714	0.001928478797314167	27
0.185	-0.11070996701867447	-0.017424345520086957	0.031613753282622815	0.0020183306503789317	27
0.19	-0.11266227488236821	-0.017956278969477817	0.033184298454225505	0.002116079538122222	27
0.195	-0.11466900784247548	-0.01851916130081084	0.03481601903332045	0.0022226763473283864	27
0.2	-0.11673251574442753	-0.019114825220396616	0.03651184638359406	0.002339159546493993	26
0.205	-0.11885527476408456	-0.019745256708174428	0.03827489222719349	0.0024666726384679535	26
0.21	-0.1210399092576762	-0.02041256297900901	0.040108465121263356	0.0026064605972688382	26
0.215	-0.12328919219051102	-0.021119015740420324	0.04201608326992965	0.002759890443384965	26
0.22	-0.12560606122355397	-0.021867055405832968	0.04400149190239479	0.0029284597579018155	26
0.225	-0.12799362884701077	-0.022659309389153982	0.0460686810254577	0.0031138120896183133	26
