0.	Indeterminate	Indeterminate	0	0	11
0.005	-0.026620107330262554	0.018743949302848718	-0.0001770164718557022	0.00012606277201293516	24
0.01	-0.026226938712915294	0.0184040043016773	-0.00034804876042755594	0.0002424470631784298	24
0.015	-0.025840576527413273	0.018068493024409164	-0.0005131952423602904	0.00035487003351840455	24
0.02	-0.025460793153277032	0.017737200759343166	-0.0006726318661759882	0.0004616458255637605	24
0.025	-0.025087366633858105	0.017410033151873307	-0.0008265278815116222	0.0005629274953587006	24
0.03	-0.024720082963718186	0.01708689772502175	-0.00097503626040654	0.0006588653491264998	24
0.035	-0.024358734542385102	0.01676770624875815	-0.0011183033864554678	0.0007496053231754441	24
0.04	-0.024003121249921024	0.016452373106872385	-0.001256468721572548	0.0008352889481934571	24
0.045	-0.023653049106295967	0.016140816461036794	-0.001389664633254545	0.0009160535299647307	25
0.05	-0.023308331981776294	0.015832953624449503	-0.001518018657491428	0.0009920323683780344	25
0.055	-0.022968787961624323	0.015528709044497676	-0.001641651708418668	0.0010633550842672893	25
0.06	-0.02263424179692869	0.015228008037687698	-0.0017606794087930608	0.0011301475958756901	25
0.065	-0.022304523993772064	0.014930778223840565	-0.001875211627262293	0.0011925322459009706	25
0.07	-0.021979469452956098	0.014636950988776223	-0.001985353957834465	0.001250628291842826	25
0.075	-0.021658918684809694	0.01434645901134176	-0.0020912066886394766	0.001304551651490079	25
0.08	-0.021342717023633134	0.014059237721931708	-0.002192865427286542	0.0013544152345447143	25
0.085	-0.02103071408851805	0.013775225534390744	-0.002290421687778834	0.001400329188725681	25
0.09	-0.020722763433447706	0.013494364001585768	-0.0023839623984391596	0.0014424009768109955	26
0.095	-0.02041872473836817	0.013216592539712035	-0.002473570541410972	0.001480734932264102	26
0.1	-0.020118459210485037	0.012941858062337892	-0.002559325497630038	0.0015154335760673965	26
0.105	-0.01982183337896615	0.012670107299478775	-0.002641302557094992	0.0015465967054917966	26
0.11	-0.019528716980839942	0.01240128981756429	-0.002719573699079023	0.0015743220105882477	26
0.115	-0.019238983103125107	0.012135356975372717	-0.0027942073444145836	0.0015987049907501133	26
0.12	-0.0189525087655959	0.01187226224410756	-0.0028652685963249866	0.0016198391032494694	26
0.125	-0.01866917324575756	0.011611961706538446	-0.0029328197581993377	0.0016378160485716966	26
0.13	-0.018388859852547304	0.011354414206432007	-0.002996919536992712	0.0016527257318437723	27
0.135	-0.01811145405362395	0.011099577732026512	-0.003057624647237461	0.0016646560585003012	27
0.14	-0.017836845089778137	0.010847415031531717	-0.0031149880918499673	0.0016736935919432782	27
0.145	-0.017564923938217868	0.010597890397252261	-0.0031690608738295205	0.001679923452330739	27
0.15	-0.017295584750011285	0.010350969923319103	-0.003219891200367799	0.001683429274033641	27
0.155	-0.017028723903891874	0.010106621800234193	-0.003267524831616769	0.0016842933993233599	27
0.16	-0.016764240459206516	0.009864816403882554	-0.0033120054463664575	0.0016825970411020108	27
0.165	-0.016502035654085295	0.009625526658581737	-0.0033533739549603285	0.0016784203153560316	28
0.17	-0.016242012762591705	0.009388725531671471	-0.003391669979956648	0.0016718420500407391	28
0.175	-0.015984077834104965	0.009154389774324225	-0.003426930352413751	0.001662940350514398	28
0.18	-0.01572813848577087	0.008922497859002424	-0.003459190217358518	0.0016517924658590536	28
0.185	-0.015474104371001994	0.008693030692211516	-0.003488483034509493	0.0016384749836313185	28
0.19	-0.015221887439397778	0.008465970423207778	-0.003514840201614524	0.0016230635937513412	28
0.195	-0.014971401290923706	0.008241302939680643	-0.003538291570194349	0.0016056337849710432	29
0.2	-0.01472256166419145	0.008019013060884182	-0.0035588655539564003	0.0015862598319078187	29
0.205	-0.014475285834913677	0.007799090365968605	-0.0035765886891069255	0.0015650161409479814	29
0.21	-0.014229492932610567	0.007581526785751036	-0.003591486574260028	0.0015419768725372196	29
