2	2	-0.038786460730786225	-0.001962441931473883	31
2	3	-0.024158063286461126	0.0006038773604813297	34
2	4	-0.015385931881589598	0.00022025822779725857	34
2	5	-0.010189468446694027	-0.0006972502681664838	35
2	6	-0.0070115796531953385	-0.001447252930912463	35
2	7	-0.004965153728716654	-0.0019234417071958075	35
2	8	-0.003573811362278762	-0.00217726095016807	35
2	9	-0.00258188722373304	-0.002278724836287487	35
2	10	-0.0018476435910662898	-0.002282852779772762	35
3	2	-0.02415806326542526	0.0006038773870490968	34
3	3	-0.014622697908918385	0.0009294677705398713	35
3	4	-0.009169860272757395	0.00010967588245289987	35
3	5	-0.006009487764193746	-0.0006826975943668764	36
3	6	-0.00408570341305751	-0.0012106674708513723	36
3	7	-0.002840894322964296	-0.0015034977047585947	36
3	8	-0.0019879998947896064	-0.0016342489440249698	36
3	9	-0.001375967122810985	-0.0016631926109724146	36
3	10	-0.0009213289119524896	-0.0016311111057795687	36
4	2	-0.015385931787596847	0.00022025805772193582	34
4	3	-0.00916986031224333	0.00010967588205535502	35
4	4	-0.005674393843890079	-0.00048436481935442257	36
4	5	-0.0036529109056674977	-0.0009591266344002025	36
4	6	-0.0024153193344844427	-0.0012334534112573962	37
4	7	-0.0016084797636322598	-0.0013536352047704002	36
4	8	-0.0010528458076189894	-0.0013754451569127457	36
4	9	-0.0006538079242322909	-0.0013395164766845996	36
4	10	-0.0003585159814769515	-0.00127171043112844	37
5	2	-0.010189468418535458	-0.000697250309306896	35
5	3	-0.006009487762458913	-0.0006826975855817319	36
5	4	-0.003652910894132578	-0.000959126623697805	36
5	5	-0.0022790994801150043	-0.0011629535878879237	36
5	6	-0.0014310358725544187	-0.001250333831280766	37
5	7	-0.0008755655117986756	-0.0012518835410416183	36
5	8	-0.0004933241680257889	-0.0012018798175229125	36
5	9	-0.0002205517974264141	-0.0011244707943502933	37
5	10	-0.00002102831992489764	-0.0010345343321913375	36
6	2	-0.007011579629115101	-0.001447252990863753	35
6	3	-0.004085703405238773	-0.0012106674817403587	36
6	4	-0.0024153193796450077	-0.001233453224882752	36
6	5	-0.0014310358106210074	-0.0012503338172086122	37
6	6	-0.0008199323420663685	-0.001217559881021485	36
6	7	-0.0004200022531314249	-0.001146654594298354	35
6	8	-0.00014685056596067721	-0.001054995114595429	36
6	9	0.000045426015762113235	-0.0009551948511419398	37
6	10	0.0001833356335185882	-0.0008548510302014877	37
7	2	-0.004965153684878554	-0.0019234417149157537	35
7	3	-0.0028408942946755106	-0.0015034976892367878	36
7	4	-0.0016084798209539757	-0.0013536352182977641	36
7	5	-0.0008755655162675771	-0.0012518835448816546	36
7	6	-0.0004200022272185266	-0.0011466547333485496	36
7	7	-0.0001239076052079105	-0.0010344579947335541	36
7	8	0.00007545892052450957	-0.0009209830263684229	36
7	9	0.00021283448685686723	-0.0008112462880906715	37
7	10	0.000308546507999408	-0.00070817319744152	36
8	2	-0.0035738113712959645	-0.0021772609531603673	35
8	3	-0.0019879998684176644	-0.0016342489288920274	36
8	4	-0.001052845864463223	-0.00137544520587916	36
8	5	-0.0004933241717430071	-0.0012018798304380214	36
8	6	-0.00014685057406758906	-0.0010549950975246142	36
8	7	0.00007545893925567967	-0.0009209830374031013	36
8	8	0.00022196734293526807	-0.0007978300851872989	35
8	9	0.0003198734721683966	-0.0006856410505961684	36
8	10	0.00038524914874879	-0.0005843611582447942	36
9	2	-0.0025818871837673366	-0.0022787248439226403	35
9	3	-0.0013759670891585836	-0.0016631926310303252	36
9	4	-0.0006538079261330311	-0.0013395164760265901	36
9	5	-0.00022055187306861316	-0.001124470755316246	36
9	6	0.000045426028074936685	-0.0009551948259271079	37
9	7	0.00021283445412774074	-0.00081124626021234	36
9	8	0.0003198733823839195	-0.0006856409287228235	34
9	9	0.0003883154207518865	-0.0005753231972727007	36
9	10	0.0004311109369168949	-0.0004783295509957617	37
10	2	-0.001847643541012284	-0.0022828528108281253	35
10	3	-0.000921328966870867	-0.0016311111293368214	36
10	4	-0.00035851600929278125	-0.001271710429993504	37
10	5	-0.00002102816333330378	-0.0010345343729167102	38
10	6	0.0001833356608344859	-0.0008548510422245724	38
10	7	0.00030854656554074936	-0.0007081732002300353	37
10	8	0.00038524916861285864	-0.0005843611782621999	37
10	9	0.0004311138955764693	-0.0004783331024047612	35
10	10	0.0004567039073520524	-0.000386913197069843	36
