0	0.0811192857514618	0.1167520502657538	48
1	0.10072629722341217	0.04250573298796524	44
2	0.07922949430550812	0.002117694885128297	44
3	0.05351913873459323	-0.009188935550540567	45
4	0.035886283269095036	-0.006971757148533644	45
5	0.025983848864282167	-0.0014227291428892761	45
6	0.020608849684759956	0.0034509215637589944	45
7	0.017328614256234727	0.006858345849596506	44
8	0.014890000913403109	0.009065357109308572	44
9	0.012781034802726915	0.010475063986655769	43
10	0.010832334190568536	0.011381383542343445	43
